codigo_rec;recinto;Direccion;comuna;region;
13193;COMPLEJO EDUCACIONAL LUIS PASTEUR BASICA;SAN IGNACIO 1382  ;PADRE HURTADO;METROPOLITANA DE SANTIAGO;
10852;ESCUELA F-N°835 HERMANOS SANCHEZ CERDA;CAMINO ACULEO KM 8 EL VINCULO S/N  ;PAINE;METROPOLITANA DE SANTIAGO;
10853;ESCUELA FRANCISCO LETELIER VALDES;CAMINO PUBLICO SIN NUMERO RANGUE KM 23;PAINE;METROPOLITANA DE SANTIAGO;
2239;ESCUELA PAULA JARAQUEMADA ALQUIZAR;LA CONCEPCION 568  ;PAINE;METROPOLITANA DE SANTIAGO;DE ARICA Y PARINACOTA
2233;LICEO GREGORIO MORALES MIRANDA;DIEGO PORTALES 1161 HOSPITAL;PAINE;METROPOLITANA DE SANTIAGO;
2235;LICEO MARIA CARVAJAL FUENZALIDA;CAMINO SANTA FILOMENA SIN NUMERO  ;PAINE;METROPOLITANA DE SANTIAGO;
2246;CENTRO EDUCATIVO REPUBLICA MEXICANA;AVENIDA SALVADOR ALLENDE 2140 EX SALESIANOS;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2240;COLEGIO ARCANGEL GABRIEL N°2;LAZO 1730  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2248;COLEGIO PARQUE LAS AMERICAS;LO OVALLE 3915  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2249;ESCUELA CONSOLIDADA DAVILA;AVENIDA JOSE JOAQUIN PRIETO 6075  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2250;ESCUELA LO VALLEDOR;ALESSANDRI 6378  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2243;ESCUELA POETAS DE CHILE;JUAN DE BASTIDAS 2890  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2253;ESCUELA RICARDO EDUARDO LATCHAM;FELIX OSEGUEDA 4031  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2255;ESCUELA RISOPATRON;PASAJE F 4491  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2242;ESCUELA ROCIO DE LOS ANGELES;TRASLAVIÑA 1955  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2254;ESCUELA VILLA SUR;LOS MOLLES 2973  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2244;LICEO ENRIQUE BACKAUSSE;JOSE BACKAUSSE 2850  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
2256;LICEO EUGENIO PEREIRA SALAS;COOPERACION 4581 POBLACION LO VALLEDOR NORTE;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
3292;COLEGIO BALMACEDA;AVENIDA VICUÑA MACKENNA 3568  ;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2263;COLEGIO INMACULADA CONCEPCION NUESTRA SEÑORA DE LOURDES;FRANCISCO BILBAO 211  ;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2260;ESCUELA EMILIA LASCAR;EMILIA LASCAR 160  ;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
10943;ESCUELA ESPECIAL NAZARETH;MALLOQUITO 1827  ;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2259;ESCUELA MALLOCO;BALMACEDA 201 MALLOCO;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2261;ESCUELA REPUBLICA CHECA;PROGRESO 640  ;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2262;ESCUELA REPUBLICA DE ISRAEL;SANTA ROSA 300  ;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2258;ESCUELA ROSALINA PESCIO VARGAS;AVENIDA LARRAIN SIN NUMERO ESQUINA PRESIDENTE WILSON;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2241;ESCUELA LA VICTORIA;PRIMERO DE MAYO 4710  ;PEDRO AGUIRRE CERDA;METROPOLITANA DE SANTIAGO;
3293;COLEGIO INTEGRAL ALTAZOR;ROSALES 1201  ;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2266;ESCUELA TERESA DE CALCUTA;CENTRAL 48 EL GUINDAL;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2267;LICEO COMERCIAL REPUBLICA DE BRASIL;MIRAFLORES 173 MALLOCO;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2268;LICEO PEÑAFLOR;LUIS ARAYA CERECEDA 1261  ;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
2277;CENTRO EDUCACIONAL AMERICO VESPUCIO;DIPUTADA LAURA RODRIGUEZ 6525  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2287;CENTRO EDUCACIONAL DIEGO DE ALMAGRO;AVENIDA LOS PRESIDENTES 6922  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2279;CENTRO EDUCACIONAL MARIANO EGAÑA;AVENIDA GRECIA 6083  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2275;CENTRO EDUCACIONAL VALLE HERMOSO;VALLE HERMOSO 1120 PEÑALOLEN ALTO;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2269;COLEGIO ALCANTARA DE LOS ALTOS DE PEÑALOLEN;AVENIDA GRECIA 8797  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2949;COLEGIO ANTUPIREN;MARIANO SANCHEZ FONTECILLA 11232  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2280;COLEGIO JESUS SERVIDOR;LITORAL 5787  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2290;COLEGIO JORGE PRIETO LETELIER;LAS CEPAS 5851 SAN LUIS;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2271;COLEGIO MONTEVERDE;TAGUA TAGUA 7575  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2291;COLEGIO SAN FERNANDO;NEVADO TRES CRUCES 5500  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2292;COLEGIO SANTA MARTA DE PEÑALOLEN;EL BOSQUE 5021  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2288;COLEGIO SANTA SOFIA;CORONEL ALEJANDRO SEPULVEDA 6790  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2281;ESCUELA CARLOS FERNANDEZ PEÑA;CALLE 117 1035 LA FAENA;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2273;ESCUELA JUAN BAUTISTA PASTENE;DEL JARDIN 1565 PEÑALOLEN ALTO;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2282;ESCUELA LUIS ARRIETA CAÑAS;DIEGO ROJAS 900 LA FAENA;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2270;ESCUELA MIRAVALLE;PABLO NERUDA 1921  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2274;ESCUELA SAN JOSE OBRERO;QUEBRADA VITOR 1400  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2284;ESCUELA SANTA MARIA DE PEÑALOLEN;PASAJE DOS 2560 LO HERMIDA;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2283;ESCUELA SANTA VICTORIA;CRUZ ALMEYDA 830  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2285;ESCUELA TOBALABA;CONFLUENCIA 1820  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2276;ESCUELA UNION NACIONAL ARABE;QUEBRADA UMALLANI 710 PEÑALOLEN ALTO;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2293;ESCUELA WELCOME SCHOOL;LOS REFUGIOS 5274  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2286;LICEO ANTONIO HERMIDA FABRES;AVENIDA CORONEL ALEJANDRO SEPULVEDA 6801  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
3461;LICEO CARMEN ARRIARAN;AVENIDA DEPARTAMENTAL 4850  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2278;LICEO ERASMO ESCALA ARRIAGADA;EL PARQUE UNO 1233  ;PEÑALOLEN;METROPOLITANA DE SANTIAGO;
2295;COLEGIO COLONIAL DE PIRQUE;CONCHA Y TORO SIN NUMERO PARCELA 44;PIRQUE;METROPOLITANA DE SANTIAGO;
11011;ESCUELA G-N°646 LO ARCAYA;CAMINO PUBLICO SIN NUMERO  ;PIRQUE;METROPOLITANA DE SANTIAGO;
2296;LICEO TECNICO PROFESIONAL EL LLANO;CARLOS VIAL INFANTE 233  ;PIRQUE;METROPOLITANA DE SANTIAGO;
2297;CAMPUS ORIENTE UNIVERSIDAD CATOLICA;JAIME GUZMAN ERRAZURIZ 3300  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
3462;COLEGIO COMPANIA DE MARIA-SEMINARIO;AVENIDA SEMINARIO 31  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
2299;COLEGIO JOSEFINO SANTISIMA TRINIDAD;MIGUEL CLARO 700  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
3185;COLEGIO SALESIANO EL PATROCINIO DE SAN JOSE;BELLAVISTA 550  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
2305;ESCUELA JUAN PABLO DUARTE;SANTA ISABEL 735  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
11044;ESCUELA MERCEDES MARIN DEL SOLAR;LOS LEONES 262  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
2302;ESCUELA PROVIDENCIA;AVENIDA MANUEL MONTT 485  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
2306;INSTITUTO DE HUMANIDADES LUIS CAMPINO;AVENIDA PEDRO DE VALDIVIA 290  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
8556;LICEO LUIS CRUZ MARTINEZ MEDIA;CAMINO VILLARRICA A LICAN-RAY KILOMETRO 2 SECTOR LLAU LLAU;VILLARRICA;DE LA ARAUCANIA;
3111;LICEO ARTURO ALESSANDRI PALMA;GENERAL BUSTAMANTE 443  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
2308;LICEO B 42 TAJAMAR;AVENIDA LOS LEONES 238  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
2309;LICEO CARMELA CARVAJAL DE PRAT;ITALIA 980  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
2311;LICEO JOSE VICTORINO LASTARRIA;AVENIDA MIGUEL CLARO 32  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
2310;LICEO N°7 DE PROVIDENCIA LUISA SAAVEDRA;MONSEÑOR SOTERO SANZ 60  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
2316;COLEGIO FINLANDIA;CORONA SUECA 8852  ;PUDAHUEL;METROPOLITANA DE SANTIAGO;
2329;COLEGIO GERONIMO DE ALDERETE;AVENIDA LAGUNA SUR 8700  ;PUDAHUEL;METROPOLITANA DE SANTIAGO;
11065;COLEGIO MADRE ANA EUGENIA;AVENIDA LA ESTRELLA 1116  ;PUDAHUEL;METROPOLITANA DE SANTIAGO;
2317;COLEGIO MINISTRO DIEGO PORTALES;SAN PABLO 8569  ;PUDAHUEL;METROPOLITANA DE SANTIAGO;
2330;COLEGIO SAN ALBERTO HURTADO DE PUDAHUEL;LOS MARES 8735  ;PUDAHUEL;METROPOLITANA DE SANTIAGO;
11083;COLEGIO SANTA BEATRIZ;AVENIDA LA ESTRELLA 1084  ;PUDAHUEL;METROPOLITANA DE SANTIAGO;DE LOS LAGOS
11070;COLEGIO SANTIAGO DE PUDAHUEL;OCEANIA 434  ;PUDAHUEL;METROPOLITANA DE SANTIAGO;
2349;COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO;INDEPENDENCIA 894  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
11163;COLEGIO TERRA ANDINA;LAGO TARAHUIN 44525  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2379;COLEGIO NAVARRA;LUIS MATTE LARRAIN 2550  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
3149;COLEGIO MANQUECURA PUENTE ALTO;DIEGO PORTALES 7045  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
3215;COLEGIO SAN MIGUEL DE LOS ANDES;COCHOA 983 ANDES DEL SUR;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
3108;COLEGIO SAN GUILLERMO;EL SILO 3014 VILLA SAN GUILLERMO;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2336;COLEGIO PARTICULAR POLITECNICO EYZAGUIRRE BASICA;EYZAGUIRRE 2865  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2339;LICEO CHILOE;CHILOE 945  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2365;LICEO INDUSTRIAL A 116;TOCORNAL 254  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2374;LICEO MARIA REINA;MAESTRO PALOMO 420  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2368;LICEO PUENTE ALTO;ERNESTO ALVEAR 90  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2369;LICEO SAN GERONIMO;LA COLONIA 1114  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
11285;COLEGIO JUAN LUIS UNDURRAGA ANINAT;LAS VIOLETAS 785  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2385;COLEGIO MELFORD COLLEGE;ALCALDE JORGE INDO 522  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2387;COLEGIO NOVO MUNDO;LO CRUZAT 125  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2386;COLEGIO PALMARES;SANTA LUISA 300  ;QUILICURA;METROPOLITANA DE SANTIAGO;DE LOS LAGOS
3225;COLEGIO SAN ALBERTO HURTADO;RAMON ROSALES 1120  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2389;COLEGIO SAN CARLOS DE QUILICURA;LO MARCOLETA 570  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2390;COLEGIO SAN ISAAC JOGUES;LO CRUZAT 164  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2391;COLEGIO SAN SEBASTIAN DE QUILICURA;SAN LUIS 650  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2392;COLEGIO SANTA BARBARA H.S.;RAMON ROSALES 785  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2388;COLEGIO SANTA MARIA;SERRANO 518  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2393;COLEGIO SANTIAGO - QUILICURA;AVENIDA LAS TORRES 946  ;QUILICURA;METROPOLITANA DE SANTIAGO;
1591;LICEO OSORNO COLLEGE;AVENIDA ZENTENO 2617 OSORNO;OSORNO;DE LOS LAGOS;
2394;COMPLEJO EDUCACIONAL JOSE MIGUEL CARRERA;JOSE FRANCISCO VERGARA 399  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2398;ESCUELA LUIS CRUZ MARTINEZ;MANUEL ANTONIO MATTA 1260  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2399;ESCUELA MERCEDES FONTECILLA;CABO PRIMERO CARLOS CUEVAS OLMOS 535  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2402;LICEO JOSE DOMINGO CAÑAS;SAN LUIS 231  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2406;COLEGIO ELVIRA HURTADO DE MATTE DE SANTIAGO;CARRASCAL 4503  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
11328;COLEGIO POLITECNICO SANTA ANA;SAN PABLO 3850  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
2404;ESCUELA ANTUMALAL;HERIBERTO ROJAS 5967  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
3186;ESCUELA CALICANTO;MAPOCHO 5463  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
2405;ESCUELA DIEGO PORTALES;RADAL 2169  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
2483;COLEGIO SANTA TERESA DE LOS MORROS;AVENIDA PADRE HURTADO 13820  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2462;ESCUELA HERNAN MERINO CORREA;MARTIN DE SOLIS 15147  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
3147;COLEGIO CORDILLERA DE LOS ANDES;VOLCAN MAIPO 14490  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
11507;COLEGIO VALLES DEL MAIPO;ENRIQUE MADRID OSORIO 21  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2465;ESCUELA JOSE NUEZ MARTIN;JUAN FERNANDEZ 394  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2467;ESCUELA MAHUIDA;SAN ALFONSO 795  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2468;ESCUELA MANUEL MAGALLANES MOURE;FRANCISCO ARANDA 578  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2469;ESCUELA PILAR MOLINER DE NUEZ;COVADONGA 695  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
3315;ESCUELA RENE SCHNEIDER;PEDRO DE VALDIVIA 208  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2471;ESCUELA REPUBLICA DEL BRASIL;NOGALES 28  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2472;ESCUELA REPUBLICA DEL PERU;AVENIDA PORTALES 980  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2473;GIMNASIO MUNICIPAL;AMERICA 504  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2474;LICEO A-127 FIDEL PINOCHET LE-BRUN;BULNES 984  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2475;LICEO BICENTENARIO DE EXCELENCIA;BULNES 950  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2482;LICEO CARDENAL ANTONIO SAMORE;ARTURO GORDON 12251  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
11581;LICEO CLARA SOLOVERA;AVENIDA PADRE ALBERTO HURTADO 24823  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2470;LICEO HARDWARE;MARTIN DE SOLIS 15011  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2478;LICEO INDUSTRIAL MIGUEL AYLWIN GAJARDO;DOCE DE FEBRERO 495  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2480;LICEO LUCILA GODOY ALCAYAGA;AVENIDA CENTRAL 17  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2479;LICEO NUEVO PORVENIR;RODRIGO DE QUIROGA 924  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
11589;LICEO VALLE DE LLUTA;AVENIDA LO BLANCO 1659  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
90060;C.P.F. DE SAN JOAQUIN;CAPITAN PRAT 20  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
2488;CENTRO EDUCACIONAL PROVINCIA DE ÑUBLE;CARLOS SILVA 528  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
1713;ESCUELA RURAL BAHIA MANSA;BAHIA MANSA SIN NUMERO  ;SAN JUAN DE LA COSTA;DE LOS LAGOS;
2491;COLEGIO INFOCAP;AVENIDA DEPARTAMENTAL 440  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
13195;DUOC UC - SEDE SAN JOAQUIN;AVENIDA VICUÑA MACKENNA 4917  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
2492;ESCUELA FRAY CAMILO HENRIQUEZ;PASAJE HUARA 5379  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
11615;ESCUELA LAURA VICUÑA;SIERRA BELLA 3261  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
11599;ESCUELA PARA SORDOS DOCTOR OTTE GABLER;EL PINAR 125  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
2493;ESCUELA POETA NERUDA;NAVARINO 344  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
2692;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;SAN MARCOS 611  ;ARICA;DE ARICA Y PARINACOTA;
2495;ESCUELA SU SANTIDAD JUAN XXIII;ALCALDE PEDRO ALARCON 401  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
2481;LINCOLN COLLEGE SAN BERNARDO;ALMIRANTE RIVEROS 1064  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2494;ESCUELA POETA VICTOR DOMINGO SILVA;FRANCISCO VILLAESPESA 411  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
11591;SAN IGNACIO COLLEGE;GENERAL URRUTIA 384  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2497;LICEO INDUSTRIAL DE SAN MIGUEL AGUSTIN EDWARDS ROSS;DEPARTAMENTAL 285  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
2498;LICEO MUNICIPAL SAN JOAQUIN;COMERCIO 175  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
13178;UNIVERSIDAD DE TALCA;SANTA ELENA 2222  ;SAN JOAQUIN;METROPOLITANA DE SANTIAGO;
2501;ESCUELA JULIETA BECERRA ALVAREZ;CAMINO AL VOLCAN 19727  ;SAN JOSE DE MAIPO;METROPOLITANA DE SANTIAGO;
2502;LICEO SAN JOSE DE MAIPO;CAMINO AL VOLCAN 19845  ;SAN JOSE DE MAIPO;METROPOLITANA DE SANTIAGO;
90101;C.P.F. DE SAN MIGUEL;SAN FRANCISCO 4756  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2505;COLEGIO PARROQUIAL SAN MIGUEL;GRAN AVENIDA JOSE MIGUEL CARRERA 3548  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2509;ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GOMEZ;FLORENCIA 1442  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2511;ESCUELA LLANO SUBERCASEAUX;SOTO AGUILAR 1509  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2513;INSTITUTO MIGUEL LEON PRADO;GRAN AVENIDA JOSE MIGUEL CARRERA 3696  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2514;INSTITUTO SUPERIOR DE COMERCIO DE CHILE;ALVAREZ DE TOLEDO 1060  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2515;LICEO ANDRES BELLO;SOTO AGUILAR 1241  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2516;LICEO BETSABE HORMAZABAL DE ALARCON;GASPAR BANDA 4047  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
3258;UNIVERSIDAD DE VALPARAISO;GRAN AVENIDA JOSE MIGUEL CARRERA 4160  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
11692;ESCUELA ENRIQUE REYMOND ALDUNATE;RUTA G-621 KM 2 EL YALI SIN NUMERO  ;SAN PEDRO;METROPOLITANA DE SANTIAGO;
2517;LICEO SAN PEDRO;HERMOSILLA 4  ;SAN PEDRO;METROPOLITANA DE SANTIAGO;
2518;CENTRO DE EDUCACION PAULA JARAQUEMADA;ALMIRANTE LATORRE 9921  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
2874;COLEGIO BERNARDO FELMER NIKLITSCHEK;PURULON 670 VILLA PADRE HURTADO;LANCO;DE LOS RIOS;
2520;CENTRO EDUCACIONAL SAN RAMON;ALMIRANTE LATORRE 9701  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
2521;COLEGIO ALBERTO BLEST GANA;MIRADOR 1674  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
2523;ESCUELA ALIVEN;ALMIRANTE LATORRE 9835  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
2522;ESCUELA ARTURO MATTE LARRAIN EDUCACIÓN BASICA;ANIBAL ZAÑARTU 9567  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
2524;ESCUELA EDUCADORES DE CHILE;DOÑIHUE 1887  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
2512;ESCUELA TERRITORIO ANTARTICO;TERCERA TRANSVERSAL 5950  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2506;COLEGIO BICENTENARIO SANTO CURA DE ARS;CARMEN MENA 939  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
13231;GIMNASIO BRASILIA;VARAS MENA ESQUINA PORTO ALEGRE S/N  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
3110;ESCUELA VILLA SAN MIGUEL;LAZO 1520  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2508;ESCUELA PABLO NERUDA;CARMEN MENA 906  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2504;COLEGIO CHILE;PIRAMIDE 1089  ;SAN MIGUEL;METROPOLITANA DE SANTIAGO;
2527;ESCUELA SENDERO DEL SABER;CARLOS DAVILA 7551  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
2532;LICEO ARAUCANIA;PEDRO AGUIRRE CERDA 8153  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
2530;LICEO COMERCIAL VATE VICENTE HUIDOBRO;DOÑIHUE 2030  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
2531;LICEO PURKUYEN;PEDRO AGUIRRE CERDA 8450  ;SAN RAMON;METROPOLITANA DE SANTIAGO;
90063;C.D.P. DE SANTIAGO SUR;AVENIDA PEDRO MONTT 1902  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
90062;C.D.P. SANTIAGO I;NUEVA CENTENARIO 1879  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
11724;CENTRO EDUCACIONAL CASA TALLERES SAN VICENTE DE PAUL;TOESCA 3090  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
2565;COLEGIO EXCELSIOR;AVENIDA ESPAÑA 226  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
11748;COLEGIO LORENZO SAZIE;ALMIRANTE LATORRE 160  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
2534;COLEGIO NUESTRA SEÑORA DE ANDACOLLO;MAPOCHO 2341  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
2536;COLEGIO SAN ANTONIO;SANTO DOMINGO 2314  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
3201;COLEGIO SANTA ISABEL;SANTIAGO CONCHA 1775  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
2575;ESCUELA DIFERENCIAL JUAN SANDOVAL CARRASCO;LORD COCHRANE 1819  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
3112;ESCUELA DOCTOR LUIS CALVO MACKENNA;RICARDO CUMMING 735  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
2557;ESCUELA FERNANDO ALESSANDRI RODRIGUEZ;LORD COCHRANE 850  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
2566;ESCUELA IRENE FREI DE CID;SAN FRANCISCO 1706  ;SANTIAGO;METROPOLITANA DE SANTIAGO;
2548;ESCUELA MIGUEL DE CERVANTES Y SAAVEDRA ANEXO A-8;AGUSTINAS 2492  ;SANTIAGO;METROPOLITANA DE SANTIAGO;DE ATACAMA
2643;COL. DE ARTES, CIENCIA Y TEC. DA VINCI;GUIDO BECK DE RAMBERGA 255 COÑARIPE;PANGUIPULLI;DE LOS RIOS;
